1	11
1	665257
2	480
2	495
2	797
2	1085
2	2243
2	3361
2	3364
2	3373
2	3376
2	3380
2	3392
2	3397
2	3407
2	3419
2	3449
2	3450
2	3461
2	3481
2	11682
2	525432
2	666788
3	9307
4	121
4	204
4	496
4	622
4	624
4	730
4	745
4	760
4	811
4	868
4	993
4	999
4	1125
4	1260
4	1262
4	2130
4	2526
4	2856
4	2908
4	3179
4	3222
4	3359
4	3531
4	3538
4	3775
4	3893
4	4063
4	5054
4	5057
4	5157
4	5976
4	6541
4	7183
4	7277
4	7734
4	7967
4	8030
4	8395
4	8425
4	9265
4	10294
4	11119
4	13530
4	14484
4	14975
4	15862
4	16597
4	16687
4	17394
4	17906
4	17936
4	17937
4	17942
4	17950
4	17956
4	17958
4	17995
4	17996
4	18013
4	18025
4	18038
4	18040
4	18050
4	18065
4	18079
4	18090
4	18099
4	18102
4	18103
4	18150
4	18159
4	18189
4	18249
4	18267
4	18268
4	18273
4	18276
4	18277
4	18290
4	18299
4	18303
4	18315
4	18318
4	18334
4	18351
4	18370
4	18381
4	18412
4	18415
4	18424
4	18447
4	18456
4	18470
4	18485
4	18497
4	18564
4	18572
4	18574
4	18579
4	18589
4	18596
4	18598
4	18610
4	18617
4	18673
4	18703
4	18733
4	18738
4	18756
4	18765
4	18779
4	18781
4	18787
4	18788
4	18792
4	18797
4	18814
4	18835
4	19764
4	20056
4	26576
4	36654
4	71122
4	84090
4	90889
4	93173
4	151926
4	152796
4	153432
4	157125
4	181371
4	194589
4	207023
4	218714
4	227169
4	285060
4	319424
4	325202
4	327327
4	430431
4	585939
4	633010
4	637473
4	637497
4	638106
4	638351
4	639383
4	647605
4	648745
4	650926
4	654395
4	654597
4	655266
4	655575
4	656917
4	657135
4	657336
4	660406
4	663620
4	663660
4	663735
4	663744
4	663783
4	663820
4	663826
4	663831
4	663867
4	663887
4	663922
4	663940
4	663952
4	663969
4	663982
4	663986
4	663998
4	664013
4	664024
4	664038
4	664047
4	664057
4	664082
4	664105
4	664119
4	664133
4	664138
4	664143
4	664151
4	664154
4	664159
4	664162
4	664189
4	664190
4	664194
4	665815
4	671081
4	874310
4	1071105
4	1073063
4	1120328
4	1130533
5	538
5	561
5	584
5	585
5	586
5	607
5	614
5	626
5	673
5	690
5	691
5	698
5	700
5	448215
5	663707
11	197
11	908
11	1073
11	1093
11	3531
11	3537
11	3539
11	665190
11	665659
13	115
13	407
13	710
13	716
13	727
13	887
13	1191
13	3222
13	663931
13	664231
13	665617
13	665618
14	3085
14	3103
14	3128
14	3132
14	3136
14	3142
14	9063
14	22117
15	78
15	5870
15	6656
15	6669
15	6680
15	6690
15	6695
15	6709
15	749715
16	1183
16	669333
18	26
18	32
18	42
18	73
18	91
18	101
18	111
18	115
18	130
18	388
18	1027
18	2152
18	7105
18	7708
18	14785
18	16390
18	17994
18	23806
18	36945
18	40338
18	47996
18	49259
18	198941
18	466425
18	655476
18	665298
18	665315
18	665331
18	665334
18	665343
18	665366
18	665371
18	665378
19	2806
19	257217
19	666768
22	130
22	154
22	276
22	306
22	949
22	1039
22	1119
22	3010
22	3205
22	3447
22	5109
22	5385
22	5534
22	5551
22	5622
22	5644
22	5747
22	5796
22	5995
22	6070
22	6250
22	6742
22	6816
22	7237
22	7862
22	8084
22	8314
22	8316
22	8717
22	9146
22	10460
22	10565
22	14092
22	14170
22	14759
22	15395
22	16061
22	17348
22	17603
22	19163
22	19409
22	22676
22	23268
22	23386
22	23545
22	23671
22	24006
22	24170
22	25761
22	25973
22	26632
22	26987
22	27218
22	27306
22	27977
22	28887
22	29866
22	36935
22	37523
22	38095
22	38111
22	38130
22	38133
22	38159
22	38230
22	38235
22	38333
22	38427
22	42679
22	43348
22	43350
22	43607
22	43620
22	44504
22	44766
22	47174
22	50657
22	52025
22	52332
22	58171
22	60932
22	69268
22	69446
22	70816
22	72535
22	74516
22	76141
22	76581
22	83887
22	87341
22	96306
22	104528
22	117645
22	134051
22	157075
22	166863
22	173152
22	179706
22	200028
22	220437
22	230573
22	244960
22	263106
22	285217
22	297142
22	302767
22	322019
22	324265
22	337332
22	354255
22	364341
22	398872
22	413732
22	494959
22	518957
22	519939
22	564467
22	568258
22	651335
22	655500
22	663573
22	664111
22	664789
22	664793
22	665203
22	666256
22	666893
22	672936
22	672941
22	672943
22	672945
22	672950
22	672972
22	672987
22	673005
22	673033
22	673079
22	673082
22	673138
22	673170
22	673174
22	673176
22	673212
22	673215
22	673262
22	673276
22	673343
22	673346
22	673351
22	673360
22	673394
22	673401
22	673420
22	673466
22	673494
22	673537
22	673568
22	673585
22	673593
22	673627
22	673634
22	673647
22	673674
22	673678
22	673684
22	673691
22	673697
22	673706
22	673709
22	673712
22	673733
22	673734
22	673741
22	846134
23	688
23	723
23	1384
23	1586
23	2823
23	4909
23	5801
23	6358
23	7850
23	8147
23	12150
23	12167
23	12185
23	12187
23	12302
23	12456
23	12548
23	12705
23	13094
23	13200
23	13298
23	13834
23	14145
23	14348
23	14426
23	14677
23	14832
23	14848
23	15006
23	15043
23	15081
23	15085
23	15135
23	15143
23	15341
23	15655
23	15693
23	15860
23	16007
23	16120
23	16124
23	16143
23	16302
23	16322
23	16325
23	16722
23	16877
23	23447
23	25080
23	83813
23	92268
23	151926
23	173726
23	182738
23	182929
23	354500
23	415946
23	440126
23	637461
23	637534
23	639394
23	639474
23	645895
23	646657
23	666302
23	666304
23	666342
23	666353
23	666354
23	666361
23	666363
23	666367
23	666375
23	666392
23	666402
23	666410
23	666417
23	666424
23	666425
23	666426
23	666429
23	666446
23	666463
23	666468
23	666511
23	666512
23	666514
24	3808
24	6035
24	6426
24	19643
24	21182
24	38729
24	54988
24	58343
24	59680
24	60474
24	72604
24	72620
24	72621
24	72624
24	72652
24	72654
24	72661
24	72698
24	72705
24	72719
24	72741
24	72742
24	72758
24	72762
24	97982
24	167528
24	196321
24	306189
24	397529
24	664320
24	665005
24	665418
24	676662
24	678881
24	678913
24	678919
24	678922
24	678926
24	678931
24	1024501
24	1038772
24	1067469
24	1082100
31	1309
31	2829
31	7675
31	7677
31	7680
31	7682
31	7699
31	665941
31	1034018
32	107
32	114
32	165
32	179
32	213
32	222
32	228
32	244
32	284
32	297
32	314
32	322
32	346
32	347
32	351
32	352
32	404
32	467
32	507
32	521
32	643
32	722
32	823
32	828
32	862
32	919
32	931
32	1025
32	1064
32	1065
32	1102
32	1119
32	1190
32	1302
32	1335
32	1448
32	1546
32	1596
32	1657
32	1667
32	1697
32	1737
32	1794
32	1874
32	1918
32	1919
32	1920
32	1991
32	2022
32	2052
32	2151
32	2167
32	2245
32	2264
32	2925
32	3026
32	3179
32	3191
32	3359
32	3413
32	3608
32	3682
32	3929
32	4727
32	4730
32	4784
32	4853
32	4938
32	5147
32	5342
32	5431
32	5434
32	5437
32	5448
32	5488
32	5639
32	5813
32	6068
32	6152
32	6181
32	6193
32	6270
32	6396
32	6467
32	6663
32	7293
32	7335
32	7565
32	7573
32	7679
32	7706
32	7715
32	7729
32	7896
32	7974
32	7989
32	8420
32	8627
32	8810
32	8919
32	9084
32	9230
32	9558
32	9604
32	9743
32	9901
32	10040
32	10113
32	10147
32	10150
32	10163
32	10171
32	10236
32	10237
32	10367
32	10417
32	10471
32	10669
32	10694
32	10743
32	10832
32	10846
32	10860
32	11007
32	11175
32	11268
32	11301
32	11328
32	11426
32	11473
32	11609
32	11644
32	11718
32	11733
32	11776
32	11783
32	11785
32	12029
32	12039
32	12041
32	12052
32	12056
32	12066
32	12089
32	12096
32	12097
32	12123
32	12131
32	12132
32	12148
32	12151
32	12167
32	12178
32	12181
32	12182
32	12194
32	12211
32	12222
32	12263
32	12268
32	12277
32	12297
32	12300
32	12309
32	12311
32	12317
32	12366
32	12382
32	12385
32	12392
32	12403
32	12408
32	12418
32	12422
32	12425
32	12436
32	12438
32	12442
32	12448
32	12462
32	12484
32	12499
32	12521
32	12545
32	12551
32	12555
32	12586
32	12600
32	12621
32	12633
32	12648
32	12656
32	12668
32	12669
32	12670
32	12686
32	12711
32	12718
32	12737
32	12762
32	12765
32	12796
32	12808
32	12809
32	12825
32	12832
32	12864
32	12889
32	12892
32	12913
32	12930
32	12938
32	12941
32	12968
32	12969
32	12988
32	12999
32	13036
32	13042
32	13046
32	13051
32	13072
32	13131
32	13171
32	13175
32	13206
32	13221
32	13233
32	13249
32	13271
32	13285
32	13292
32	13299
32	13310
32	13335
32	13351
32	13376
32	13386
32	13430
32	13441
32	13460
32	13467
32	13473
32	13476
32	13486
32	13492
32	13506
32	13524
32	13526
32	13534
32	13536
32	13559
32	13560
32	13574
32	13581
32	13600
32	13603
32	13619
32	13632
32	13633
32	13639
32	13640
32	13651
32	13667
32	13737
32	13750
32	13757
32	13759
32	13763
32	13775
32	13778
32	13780
32	13781
32	13782
32	13811
32	13817
32	13824
32	13843
32	13846
32	13850
32	13860
32	13866
32	13891
32	13910
