0	22
0	35
0	40
0	96
0	101
0	125
0	144
0	178
1	150
1	4807
1	4812
1	4819
1	4866
1	4880
3	3
3	17
3	2370
4	4299
4	4877
4	4980
5	5003
5	5008
6	5054
7	1871
8	187
8	189
8	246
8	401
8	776
8	1229
8	1230
8	1299
8	2135
8	2136
8	2440
8	2897
8	5127
8	5185
8	5190
8	5229
8	5251
8	5273
8	5287
8	5301
8	5331
8	5353
8	5396
9	916
9	5129
9	5438
11	408
11	697
11	1117
11	2526
11	4823
11	5156
11	5283
11	5488
11	5495
11	5499
11	5581
11	5585
11	5587
11	5590
11	5600
13	3165
13	5674
14	8
14	5677
14	5681
15	196
15	410
15	2800
15	5739
15	5771
16	5563
16	5685
16	5784
16	5789
16	5804
16	5873
17	14
17	91
17	114
17	580
17	985
17	1374
17	1863
17	1949
17	2011
17	2042
17	2201
17	2211
17	2218
21	757
21	905
21	1717
21	2446
21	5900
22	785
22	1902
22	4643
22	5999
22	6014
24	3589
25	3389
25	6094
25	6199
25	6202
25	6213
25	6218
25	6229
25	6243
26	5013
26	5650
26	6020
26	6307
26	6329
26	6360
26	6365
28	2438
28	5395
33	33
34	3482
34	6480
34	6492
35	5557
35	6510
35	6517
35	6535
35	6565
35	6575
35	6588
35	6595
35	6611
35	6625
36	6649
37	35
37	687
37	1070
37	1156
37	1243
37	1590
37	1610
37	2387
37	2567
37	2583
37	2949
37	3920
37	4472
37	5468
37	5523
37	6674
37	6703
37	6799
37	6852
37	6877
37	6890
37	6900
37	6904
37	6905
37	6919
37	6934
37	6955
37	6975
37	6997
37	7042
37	7048
37	7111
37	7119
37	7133
37	7147
37	7246
37	7260
37	7282
37	7296
37	7299
37	7305
37	7324
37	7339
37	7351
37	7363
37	7368
37	7373
37	7391
37	7474
37	7499
37	7504
37	7551
37	7557
37	7583
37	7617
37	7669
37	7713
39	3280
43	439
43	3938
43	5025
43	7841
43	7846
43	7867
43	7869
43	7898
43	7899
43	7905
43	7923
44	898
45	5576
49	69
49	192
49	439
49	958
49	1193
49	1766
49	1964
49	2541
49	2779
49	3037
49	5598
49	6048
49	6548
49	6955
49	7543
49	7571
49	7592
49	7774
49	7800
49	8069
49	8078
49	8122
49	8147
49	8156
49	8188
49	8322
49	8332
49	8342
49	8374
50	186
50	1900
50	8404
50	8409
50	8413
50	8450
50	8482
50	8487
50	8497
51	2830
51	5312
51	5611
51	7906
51	8518
51	8544
51	8574
51	8598
51	8649
52	533
52	3618
52	4451
52	4949
52	5670
52	5859
52	6660
52	8653
52	8692
52	8711
54	1631
56	8772
56	8784
57	398
57	3294
58	2783
59	2278
59	2511
59	3384
59	6229
59	6289
59	8845
59	8869
59	8907
59	8911
59	8918
59	8935
59	8940
59	8946
60	6172
60	8975
61	1289
61	2831
61	3434
61	4265
61	6322
61	8529
61	8991
61	9000
61	9046
61	9054
61	9084
61	9085
61	9095
61	9097
61	9109
61	9212
61	9226
61	9237
62	1475
62	5617
62	6065
62	6144
62	7844
62	8989
62	9275
62	9295
62	9300
62	9360
62	9374
63	8179
63	9387
64	398
65	65
65	9393
66	217
66	9423
68	9440
69	863
69	2498
69	2852
69	3494
69	5420
69	5627
69	8035
69	9456
69	9474
69	9490
69	9535
70	9619
71	1830
71	9639
71	9700
71	9719
71	9721
71	9735
71	9760
73	87
73	217
73	4902
73	6439
77	9821
77	9860
77	9868
77	9880
78	8745
78	9910
78	9914
82	408
82	5027
82	5057
82	9940
83	1789
84	189
84	483
84	587
84	631
84	1094
84	5493
84	9987
84	9999
86	195
86	563
86	2413
86	5493
86	5516
86	5523
86	5961
86	8094
86	10018
87	17
87	66
88	926
88	1055
88	2879
88	3275
88	4817
88	10210
88	10218
88	10236
89	10254
89	10259
91	6673
94	3245
94	6556
94	8521
94	8687
94	10310
94	10311
94	10322
94	10336
94	10337
94	10374
94	10392
94	10395
95	4871
95	4969
95	10418
95	10434
96	195
96	404
96	601
96	803
96	1130
96	2488
96	5403
96	5490
97	398
97	5402
97	10477
98	385
98	4828
98	6962
98	9081
98	10506
99	10555
99	10556
100	4462
100	10586
100	10593
100	10621
100	10626
100	10628
102	0
102	4017
102	9208
102	10644
102	10678
103	1981
103	9360
103	10565
103	10708
105	49
105	54
105	6599
105	10716
106	2378
106	5120
106	5977
106	7832
106	8789
106	10747
106	10784
106	10797
106	10805
107	6408
107	10863
110	2549
110	2608
111	7313
113	10925
113	10935
114	154
114	1206
114	1947
114	6295
114	7516
114	9988
114	10545
114	10692
114	10956
114	10990
114	11013
114	11032
115	5579
115	11054
115	11083
116	1717
116	2500
116	8292
116	11088
118	3800
118	4802
118	5567
118	8143
118	11110
118	11115
118	11179
118	11187
118	11241
118	11251
118	11254
119	0
119	10651
120	17
120	120
120	226
121	17
122	7267
122	7967
122	11350
123	1456
123	11032
123	11363
123	11364
123	11380
123	11383
124	6303
125	219
125	5004
125	7870
125	11398
125	11413
128	4
128	5564
128	11441
128	11456
128	11478
128	11497
128	11503
128	11526
129	10481
131	189
131	4885
131	5758
131	9911
131	10406
131	11544
131	11553
131	11583
131	11591
131	11596
131	11615
